model,split_name,p_value,relation,average_precision_mean,average_precision_std,roc_auc_mean,roc_auc_std,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,fit_time_mean_s,predict_time_mean_s,runs
tabicl,evidence,0.2,wife,0.02332624140750367,0.003612401143950629,0.5064810622243051,0.046937088272538126,0.0,0.0,0.0,0.0,0.9811582718268342,0.4088109975098632,1.4156226160936058,10
tabicl,evidence,0.4,aunt,0.26461779228838056,0.061387613325443534,0.953649110755034,0.010860251485762978,0.0,0.0,0.0,0.0,0.9812256350390938,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,brother,0.12004420853300837,0.042671498426233925,0.8291803305927177,0.03432689338110677,0.0,0.0,0.0,0.0,0.9759282271944851,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,cousin,0.8082208282977501,0.03808119164763019,0.9810398250338936,0.00365321666496222,0.7566033256417225,0.03470846569094655,0.7510400563833249,0.7675170644594722,0.9506945756596356,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,granddaughter,0.41853802492234715,0.08803734533383448,0.9736132223134117,0.012745348221928765,0.12057970394455378,0.1314703311049221,0.30666666666666664,0.0821283979178716,0.9829973862658499,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,grandfather,0.8660819777416447,0.10074326062092083,0.9954003233333483,0.00583594171910572,0.20701549412035342,0.13938109751681022,0.8666666666666666,0.12289377289377287,0.9839317559716406,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,grandmother,0.4083109203393618,0.09506116828453898,0.9826693809305004,0.005967897455230416,0.03866666666666667,0.10104637732432752,0.10714285714285714,0.025793650793650792,0.9816313650770754,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,grandson,0.4211387258835743,0.08047930271450451,0.9814257493432832,0.0035187924225459043,0.053730247208508074,0.0809639113761795,0.27666666666666667,0.031084656084656083,0.9818964238992084,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,husband,0.03467135226290042,0.013043762076756426,0.6181503421237126,0.06884015666119565,0.0,0.0,0.0,0.0,0.9806846929144862,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,nephew,0.14171321324033403,0.037713965468766396,0.929923257050214,0.015576089586371552,0.0,0.0,0.0,0.0,0.9832171062201599,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,niece,0.12685136377410672,0.041201581314603705,0.9003393390971685,0.04794725428304167,0.0,0.0,0.0,0.0,0.9855510050819971,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,overall,0.45888542416469597,0.016841868581543087,0.9264712663171435,0.007475010883691748,0.37602540021100467,0.022015234239875565,0.7360085199434081,0.25342273999434395,0.9793113476414821,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,sister,0.10293838505652572,0.023708491446605997,0.8123399132735376,0.044785672269616286,0.0,0.0,0.0,0.0,0.9787005128082915,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,uncle,0.19791443388855698,0.03843114719526691,0.9397652828481305,0.024229302284957066,0.0,0.0,0.0,0.0,0.9841694890067872,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.4,wife,0.03150174792891753,0.0022794734217204946,0.6060992209341477,0.03901559873062937,0.0,0.0,0.0,0.0,0.9803619708939451,0.41702409971039744,1.880442529101856,10
tabicl,evidence,0.8,aunt,0.4666329741881213,0.2082994406449162,0.9771143675380449,0.01017709635446109,0.0,0.0,0.0,0.0,0.980663316212554,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,brother,0.22012592529056266,0.11385886706838035,0.8844633991351675,0.07655123444829164,0.0,0.0,0.0,0.0,0.9747620584607171,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,cousin,0.9347531234937658,0.02379489809889033,0.9922588703019117,0.0030399965908470008,0.827178741413503,0.05205566514869761,0.7564396145767046,0.9197700989987105,0.9621604763122577,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,granddaughter,0.6211172438672439,0.199702162988533,0.991386428192446,0.005396748591054534,0.13968253968253969,0.2423257318343677,0.175,0.12333333333333334,0.9843038454741491,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,grandfather,0.9948412698412697,0.01631333713578925,0.9998677248677248,0.00041829069578944785,0.6011111111111112,0.3649398168997838,0.8,0.5119047619047619,0.9920568208965197,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,grandmother,0.8352534271284272,0.1435259837340671,0.993881265845267,0.0054314051097468525,0.19666666666666668,0.2640847226568412,0.4,0.13333333333333333,0.9843227842356118,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,grandson,0.5148910267972768,0.2346055922927198,0.9831190431737816,0.012903953123006623,0.12857142857142856,0.22897891367445472,0.3,0.08666666666666667,0.9842538180807203,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,husband,0.035989289350122286,0.011724692814937123,0.5759562752956243,0.21390934319991475,0.0,0.0,0.0,0.0,0.9805069447961154,0.49443258551182223,2.9838110394775867,10
tabicl,evidence,0.8,nephew,0.222695021590338,0.08526291996218217,0.9443988943868786,0.02932397672716035,0.0,0.0,0.0,0.0,0.9833449840485624,0.49443258551182223,2.9838110394775867,10
