model,train_fraction,run_idx,relation,relation_id,wave,reflexivity,symmetry,transitive,train_rows,valid_rows,test_rows,fit_time_s,predict_time_s,f1,precision,recall,accuracy,positive_rate_true,positive_rate_pred,tp,fp,fn,tn,average_precision,roc_auc
tabpfn,0.8,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.2167780650779605,0.3809382360195741,0.8515625,0.8320610687022901,0.872,0.848,0.5,0.524,109,22,16,103,0.9008477868642967,0.908032
tabicl,0.8,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.34391992003656924,0.16123240301385522,0.7294117647058823,0.7153846153846154,0.744,0.724,0.5,0.52,93,37,32,88,0.7946796413996626,0.790944
tabpfn,0.8,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.22057530807796866,0.37825908698141575,0.788135593220339,0.8157894736842105,0.7622950819672131,0.8,0.488,0.456,93,21,29,107,0.90743634487608,0.9086513831967213
tabicl,0.8,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.33821334200911224,0.1618972810683772,0.6641221374045801,0.6214285714285714,0.7131147540983607,0.648,0.488,0.56,87,53,35,75,0.7072288131585049,0.7143954918032787
tabpfn,0.8,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.22614356607664376,0.37946426193229854,0.8489795918367347,0.8739495798319328,0.8253968253968254,0.852,0.504,0.476,104,15,22,109,0.9520008468172464,0.9443164362519202
tabicl,0.8,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.3365450990386307,0.1610774250002578,0.768,0.7741935483870968,0.7619047619047619,0.768,0.504,0.496,96,28,30,96,0.8447421570604174,0.8273809523809524
tabpfn,0.8,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.22738947998732328,0.3867558229248971,0.7843137254901961,0.8130081300813008,0.7575757575757576,0.78,0.528,0.492,100,23,32,95,0.9048546552785075,0.8888032871083719
tabicl,0.8,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,2000,250,250,0.345811911043711,0.1632313160225749,0.6717557251908397,0.676923076923077,0.6666666666666666,0.656,0.528,0.52,88,42,44,76,0.807828584466408,0.767205957883924
tabpfn,0.4,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.18248950596898794,0.4125558560481295,0.7943706020328382,0.7987421383647799,0.7900466562986003,0.7896,0.5144,0.5088,508,128,135,479,0.8664428489132618,0.8665248103386873
tabicl,0.4,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.3492928770137951,0.1798458870034665,0.743211792086889,0.7414860681114551,0.744945567651633,0.7352,0.5144,0.5168,479,167,164,440,0.8198192727375812,0.8113994071242452
tabpfn,0.4,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.18934604700189084,0.4128276149276644,0.7862289831865492,0.7830940988835726,0.7893890675241158,0.7864,0.4976,0.5016,491,136,131,492,0.8652381487169437,0.8629805230712515
tabicl,0.4,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.3464115000097081,0.18120753101538867,0.6778309409888357,0.6724683544303798,0.6832797427652733,0.6768,0.4976,0.5056,425,207,197,421,0.7235957262180222,0.7370000204804719
tabpfn,0.4,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.17165011097677052,0.41038368502631783,0.7587327376116978,0.7757475083056479,0.7424483306836248,0.7624,0.5032,0.4816,467,135,162,486,0.8348436536293067,0.8413643822850985
tabicl,0.4,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.3526339129311964,0.1821187479654327,0.6953696181965882,0.7109634551495017,0.6804451510333863,0.7,0.5032,0.4816,428,174,201,447,0.7784121717640631,0.7694932784446852
tabpfn,0.4,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.18060969398356974,0.41079541202634573,0.7378800328677074,0.7446102819237148,0.7312703583061889,0.7448,0.4912,0.4824,449,154,165,482,0.8197333935046163,0.8252604326716244
tabicl,0.4,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.3418479870306328,0.18027792603243142,0.6549520766773163,0.6426332288401254,0.6677524429967426,0.6544,0.4912,0.5104,410,228,204,408,0.7205249699615518,0.7273318583164321
tabpfn,0.4,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.17258765699807554,0.40832993399817497,0.7714949651432997,0.7366863905325444,0.8097560975609757,0.764,0.492,0.5408,498,178,117,457,0.8367094860825066,0.8439574931182385
tabicl,0.4,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.394937778939493,0.17997650697361678,0.6854103343465046,0.6433666191155493,0.7333333333333333,0.6688,0.492,0.5608,451,250,164,385,0.6901144934914929,0.7283170091543435
tabpfn,0.4,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.18532269401475787,0.4079674750100821,0.7789473684210526,0.7708333333333334,0.7872340425531915,0.7816,0.4888,0.4992,481,143,130,496,0.8515515942767817,0.8596057157639417
tabicl,0.4,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.34562878299038857,0.18003104603849351,0.6831913245546088,0.6485294117647059,0.7217675941080196,0.6728,0.4888,0.544,441,239,170,400,0.7188809780152797,0.7341616529509847
tabpfn,0.4,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.1762591910082847,0.4114149409579113,0.759392486011191,0.7636655948553055,0.7551669316375199,0.7592,0.5032,0.4976,475,147,154,474,0.8579963067660817,0.8530013389348428
tabicl,0.4,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.34370203991420567,0.1824336260324344,0.6710310965630114,0.6913996627318718,0.6518282988871225,0.6784,0.5032,0.4744,410,183,219,438,0.7440165614434011,0.7486924264417871
tabpfn,0.4,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.17728719802107662,0.41225508600473404,0.7865707434052758,0.7557603686635944,0.82,0.7864,0.48,0.5208,492,159,108,491,0.8712279866541217,0.8768705128205129
tabicl,0.4,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.34738169505726546,0.18195288791321218,0.6868044515103339,0.6565349544072948,0.72,0.6848,0.48,0.5264,432,226,168,424,0.7293763364910674,0.7555923076923077
tabpfn,0.4,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.17668293009046465,0.423048491938971,0.7615262321144675,0.7391975308641975,0.7852459016393443,0.76,0.488,0.5184,479,169,131,471,0.8198488962065766,0.8338614241803279
tabicl,0.4,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.34617145895026624,0.18084588402416557,0.7223548130469372,0.7017001545595054,0.7442622950819672,0.7208,0.488,0.5176,454,193,156,447,0.7784329927563625,0.7957146516393443
tabpfn,0.4,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.24491462798323482,0.4147863369435072,0.7794955248169243,0.8104906937394247,0.7507836990595611,0.7832,0.5104,0.4728,479,112,159,500,0.8642102988432406,0.8558787673899235
tabicl,0.4,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,1000,250,1250,0.3718485140707344,0.1803731149993837,0.7150837988826816,0.7284552845528456,0.7021943573667712,0.7144,0.5104,0.492,448,167,190,445,0.7815934545543126,0.7742088737271293
tabpfn,0.2,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.15798988693859428,0.41498053702525795,0.6929133858267716,0.6829268292682927,0.7031963470319634,0.688,0.5005714285714286,0.5154285714285715,616,286,260,588,0.7677854790557238,0.7662703885980584
tabicl,0.2,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.34708449605386704,0.15454146196134388,0.671892497200448,0.6593406593406593,0.684931506849315,0.6651428571428571,0.5005714285714286,0.52,600,310,276,564,0.7312798836520268,0.7388809650690156
tabpfn,0.2,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.16597896406892687,0.4164744600420818,0.6519607843137255,0.7189189189189189,0.5964125560538116,0.6754285714285714,0.5097142857142857,0.4228571428571429,532,208,360,650,0.7821418875638231,0.7642042188006313
tabicl,0.2,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.35215475503355265,0.15455530094914138,0.639225181598063,0.6947368421052632,0.5919282511210763,0.6594285714285715,0.5097142857142857,0.4342857142857143,528,232,364,626,0.7278014451232317,0.7267892794798624
tabpfn,0.2,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.16171638201922178,0.415836772066541,0.765625,0.7408207343412527,0.792147806004619,0.76,0.4948571428571429,0.5291428571428571,686,240,180,644,0.866121573020119,0.8590623138578579
tabicl,0.2,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.3485293210251257,0.1552625480107963,0.6416382252559727,0.6322869955156951,0.651270207852194,0.64,0.4948571428571429,0.5097142857142857,564,328,302,556,0.6827031499233195,0.6969214049094501
tabpfn,0.2,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.16193516098428518,0.4177922239759937,0.7233802816901408,0.7157190635451505,0.7312072892938497,0.7194285714285714,0.5017142857142857,0.5125714285714286,642,255,236,617,0.8024473479722237,0.794192519487576
tabicl,0.2,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.3894364919979125,0.155271676951088,0.7209302325581395,0.7363420427553444,0.7061503416856492,0.7257142857142858,0.5017142857142857,0.48114285714285715,620,222,258,650,0.8044764265342121,0.8055918371611879
tabpfn,0.2,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.15767820796463639,0.416264469968155,0.6925795053003534,0.7286245353159851,0.6599326599326599,0.7017142857142857,0.5091428571428571,0.46114285714285713,588,219,303,640,0.7957231517905803,0.7959200072122075
tabicl,0.2,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.3493476959411055,0.15534688904881477,0.6620847651775487,0.6760233918128655,0.6487093153759821,0.6628571428571428,0.5091428571428571,0.48857142857142855,578,277,313,582,0.7343395698584844,0.7297225259972641
tabpfn,0.2,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.43738556397147477,0.4184562909649685,0.6968272620446534,0.7144578313253012,0.680045871559633,0.7051428571428572,0.4982857142857143,0.4742857142857143,593,237,279,641,0.7866133040596879,0.7860879344214331
tabicl,0.2,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.34566889191046357,0.1548732299124822,0.734073641145529,0.7485101311084624,0.7201834862385321,0.74,0.4982857142857143,0.4794285714285714,628,211,244,667,0.831156285845089,0.8264142860128316
tabpfn,0.2,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.16136655292939395,0.42182012810371816,0.7583732057416268,0.8107416879795396,0.7123595505617978,0.7691428571428571,0.5085714285714286,0.44685714285714284,634,148,256,712,0.8673828109211699,0.8627763261039979
tabicl,0.2,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.36093902005814016,0.16111013398040086,0.727906976744186,0.7542168674698795,0.7033707865168539,0.7325714285714285,0.5085714285714286,0.4742857142857143,626,204,264,656,0.8137680995404655,0.8064332375228638
tabpfn,0.2,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.15710627101361752,0.41933865705505013,0.7048158640226629,0.6957494407158836,0.7141216991963261,0.7022857142857143,0.4977142857142857,0.5108571428571429,622,272,249,607,0.7969070112991021,0.7882287172695202
tabicl,0.2,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.35685244598425925,0.15935388207435608,0.6635514018691588,0.6753864447086801,0.6521239954075775,0.6708571428571428,0.4977142857142857,0.4805714285714286,568,273,303,606,0.731560375318522,0.7419217903655783
tabpfn,0.2,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.15691616106778383,0.41743318596854806,0.7126567844925884,0.7078142695356738,0.7175660160734788,0.712,0.4977142857142857,0.5045714285714286,625,258,246,621,0.7949365781884279,0.7894049051147518
tabicl,0.2,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.3476068149320781,0.1599818189861253,0.6659242761692651,0.6464864864864864,0.6865671641791045,0.6571428571428571,0.4977142857142857,0.5285714285714286,598,327,273,552,0.7191106018826137,0.7265902046606035
tabpfn,0.2,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.16529109701514244,0.41754642501473427,0.733292458614347,0.8026845637583893,0.6749435665914221,0.7514285714285714,0.5062857142857143,0.4257142857142857,598,147,288,717,0.8347982006572852,0.8433809620851098
tabicl,0.2,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,500,250,1750,0.348702278919518,0.1582463759696111,0.7212522576760987,0.7729032258064517,0.6760722347629797,0.7354285714285714,0.5062857142857143,0.44285714285714284,599,176,287,688,0.8281996688947557,0.8250538207507734
tabpfn,0.1,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.16234203905332834,0.41490322595927864,0.6571428571428571,0.7009029345372461,0.6185258964143426,0.676,0.502,0.443,621,265,383,731,0.7226233098843644,0.7350592609481752
tabicl,0.1,0,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.35061565099749714,0.14770038006827235,0.6968898260411176,0.7402015677491601,0.6583665338645418,0.7125,0.502,0.4465,661,232,343,764,0.7551659794957766,0.7723293572697164
tabpfn,0.1,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.1416134350001812,0.41338241193443537,0.6502705361534677,0.6331417624521073,0.6683518705763397,0.6445,0.4945,0.522,661,383,328,628,0.7202081652061363,0.7064129759700924
tabicl,0.1,1,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.3401503630448133,0.1490275850519538,0.6745213549337261,0.6555343511450382,0.6946410515672397,0.6685,0.4945,0.524,687,361,302,650,0.6966407768836487,0.7136613530237159
tabpfn,0.1,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.14503242098726332,0.4156581429997459,0.6912820512820513,0.7042842215256009,0.6787512588116817,0.699,0.4965,0.4785,674,283,319,724,0.7541431087956173,0.7468970979577998
tabicl,0.1,2,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.4229769129306078,0.14904896495863795,0.7307692307692307,0.7344862665310274,0.7270896273917422,0.734,0.4965,0.4915,722,261,271,746,0.782462900164969,0.8002892141714945
tabpfn,0.1,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.1417606039904058,0.42447703692596406,0.6712505371723249,0.5824011931394482,0.7920892494929006,0.6175,0.493,0.6705,781,560,205,454,0.6868527797539226,0.7025311961144385
tabicl,0.1,3,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.35679092502687126,0.149166664108634,0.6331417624521073,0.5998185117967332,0.6703853955375254,0.617,0.493,0.551,661,441,325,573,0.6729812023827751,0.6870391596752963
tabpfn,0.1,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.1472715319832787,0.4213608290301636,0.618066561014263,0.6617647058823529,0.5797819623389494,0.6385,0.5045,0.442,585,299,424,692,0.6702192968272485,0.6962553966871317
tabicl,0.1,4,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.3799549100222066,0.15013150905724615,0.7489072365225837,0.7342857142857143,0.7641228939544104,0.7415,0.5045,0.525,771,279,238,712,0.7989208296401763,0.8124958121607849
tabpfn,0.1,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.1416797450510785,0.42157203890383244,0.6633515663848831,0.6482021379980564,0.6792260692464358,0.6615,0.491,0.5145,667,362,315,656,0.6999634390577071,0.7263528383196156
tabicl,0.1,5,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.34940815705340356,0.15039884799625725,0.6669842782277274,0.6266786034019696,0.7128309572301426,0.6505,0.491,0.5585,700,417,282,601,0.7102845271065918,0.723345363897903
tabpfn,0.1,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.13951195403933525,0.4210231800097972,0.658965896589659,0.7304878048780488,0.6002004008016032,0.69,0.499,0.41,599,221,399,781,0.7386015250184148,0.7574695298781196
tabicl,0.1,6,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.343035242985934,0.14995143993292004,0.6414166256763404,0.629951690821256,0.6533066132264529,0.6355,0.499,0.5175,652,383,346,619,0.6771526986107395,0.6901437605750422
tabpfn,0.1,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.1495493520051241,0.4208958719391376,0.6435432230522946,0.6995359628770301,0.5958498023715415,0.666,0.506,0.431,603,259,409,729,0.7329056467853132,0.7413887599814373
tabicl,0.1,7,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.35281886206939816,0.14942488307133317,0.6478728856996412,0.6730564430244942,0.6245059288537549,0.6565,0.506,0.4695,632,307,380,681,0.7119799577450083,0.7179073786625274
tabpfn,0.1,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.14585633703973144,0.4209376220824197,0.71408516612073,0.6698858647936786,0.7645290581162325,0.6945,0.499,0.5695,763,376,235,626,0.7422193752519184,0.7549795199180798
tabicl,0.1,8,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.34086849295999855,0.14977840101346374,0.6934125804853888,0.6856023506366308,0.7014028056112225,0.6905,0.499,0.5105,700,321,298,681,0.7658697360115683,0.7702860811443246
tabpfn,0.1,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.1481192579958588,0.4223304759943858,0.6959921798631477,0.6819923371647509,0.7105788423153693,0.689,0.501,0.522,712,332,290,666,0.7533399988933871,0.7507715030860125
tabicl,0.1,9,antisymmetric_transitive,A05,1,none,antisymmetric,1,250,250,2000,0.3522494740318507,0.1500655000563711,0.7017369727047147,0.6979269496544916,0.7055888223552894,0.6995,0.501,0.5065,707,306,295,692,0.7674538091768526,0.762881051524206
